-1,-1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
5,0.5,0.342231906,0.357334392,0.359209031,0.368392022,0.348469354,0.372354257,0.35428514,0.365903999,0.365599204,0.373019465,0.357709414,0.374373651,0.369102494,0.37050922,0.342610701,0.388964319,0.363568544,0.384688057,0.37192592,0.344875862,0.358803828,0.349525399,0.375406827,0.353163229,0.349428725,0.364905979,0.362303585,0.346777073,0.361346767,0.355400969
6,0.5,0.719807585,0.779541598,0.763549783,0.596758486,0.60971702,0.613389095,0.428680689,0.446755686,0.438040646,0.440918622,0.423781861,0.426196777,0.414758125,0.410856174,0.399922452,0.416341715,0.390640223,0.424877399,0.391080476,0.363021724,0.385355892,0.367511863,0.366288538,0.383170359,0.369125898,0.388910912,0.383275115,0.355491447,0.372577571,0.36626451
7,0.5,0.720579616,0.780642879,0.756135287,0.61053513,0.590375166,0.59402988,0.42661774,0.441622306,0.456021947,0.436774753,0.42352546,0.432757789,0.413140771,0.401636883,0.396333144,0.394792998,0.378509744,0.404389222,0.368935939,0.378397212,0.391470423,0.370442419,0.363122669,0.376098435,0.361987523,0.383802863,0.375008961,0.356939237,0.355078846,0.367270244
8,0.5,0.71624974,0.787047086,0.760811876,0.600374564,0.606015495,0.57575466,0.432420991,0.447837922,0.457281316,0.44498067,0.438449761,0.448158186,0.390843769,0.360109643,0.404121426,0.445410941,0.402004733,0.397270097,0.349891822,0.391295692,0.382915387,0.363813363,0.383120638,0.346201863,0.36456417,0.367939388,0.37153984,0.342426412,0.344185281,0.351352247
9,0.5,0.719145282,0.791616715,0.803801181,0.715235605,0.658543892,0.672508933,0.457385268,0.477760756,0.482186795,0.487690871,0.448795698,0.453450529,0.439644555,0.434146254,0.410218199,0.420726684,0.432702394,0.431168545,0.412289647,0.389777234,0.411155759,0.381349677,0.402589377,0.38568777,0.388695708,0.380576061,0.377825691,0.391209894,0.393377614,0.372833199
10,0.5,0.700348555,0.784127867,0.766353446,0.594006418,0.641724726,0.617933147,0.458144515,0.459759523,0.475982678,0.435821977,0.432327417,0.431975918,0.4234047,0.42427076,0.39381454,0.409489504,0.394624182,0.392613484,0.389877757,0.377674388,0.377722699,0.37298417,0.370200681,0.379886299,0.366784689,0.380664802,0.38327145,0.361229985,0.360020387,0.363935401
11,0.5,0.706547332,0.802959694,0.776354318,0.635520068,0.632199214,0.588888239,0.427844893,0.447136925,0.46135166,0.445907107,0.425125667,0.414964353,0.415394148,0.406553075,0.387358415,0.435123033,0.387650232,0.40804503,0.373887537,0.377979137,0.371274262,0.374687104,0.363958644,0.387922181,0.352522651,0.370855411,0.370759865,0.36217309,0.373517678,0.368306325
12,0.5,0.32611818,0.339787406,0.346971897,0.340959476,0.34061702,0.342967636,0.342811997,0.360465069,0.364213925,0.379623288,0.352027491,0.356334072,0.364340062,0.344308419,0.36325966,0.386859206,0.353056532,0.366459887,0.343244881,0.372139402,0.344700869,0.350842917,0.373701279,0.368917558,0.340885559,0.347657249,0.335319157,0.332137299,0.339942353,0.349930923
13,0.5,0.347879921,0.391486873,0.371874206,0.388014494,0.373765096,0.379093998,0.375111546,0.376264368,0.38123934,0.39957568,0.394705768,0.378022374,0.394566865,0.397867508,0.377845161,0.394648905,0.40778796,0.405182789,0.393944387,0.420355679,0.3915069,0.386585213,0.410388101,0.371992006,0.368127747,0.363002221,0.362494368,0.371352084,0.369658581,0.367729386
14,0.5,0.69941258,0.812027384,0.784458662,0.646947628,0.654066469,0.678040011,0.489839049,0.465921227,0.461956313,0.463600794,0.448347636,0.424056641,0.440469915,0.442470367,0.398938363,0.418987949,0.404494547,0.357826014,0.401729201,0.407315209,0.385632367,0.377005371,0.383499469,0.376209642,0.363256371,0.366857853,0.355237247,0.361194351,0.363513944,0.377952261
15,0.5,0.718525661,0.826192977,0.81265611,0.690899642,0.667347923,0.644885671,0.469377229,0.492180297,0.482625042,0.464243882,0.454374049,0.437497608,0.462117127,0.449081285,0.405423973,0.446591152,0.427099943,0.416666553,0.41344276,0.42252376,0.40046418,0.384328739,0.400393542,0.405074686,0.381169405,0.37303945,0.370429851,0.374063433,0.377420214,0.382207211
16,0.5,0.890398921,0.944453113,0.963991745,0.942261514,0.949950163,0.922616989,0.866551359,0.857590345,0.908957074,0.970555273,0.933397593,0.919665332,0.954200508,0.94435364,0.926773953,0.968582658,0.929798174,0.947264373,0.918751785,0.955788816,0.958789179,0.876635001,0.937850045,0.923000582,0.906674042,0.907096,0.906191052,0.920271777,0.920408219,0.895993182
17,0.5,0.35544282,0.374524815,0.376426471,0.361132222,0.364492528,0.35666712,0.349592802,0.350064288,0.360646092,0.373611907,0.368555085,0.36459731,0.372578268,0.375468882,0.35764527,0.374194983,0.369232466,0.36506733,0.366371528,0.336755449,0.349393303,0.35333452,0.35747398,0.367633064,0.34490589,0.368590533,0.360466774,0.342131146,0.344057279,0.344900891
1,1,0.924785013,0.952350375,0.940332232,0.962121237,0.964536582,0.933709794,0.916382825,0.8687702,0.907302905,0.967771559,0.942941163,0.902549629,0.953871955,0.972990765,0.963382362,0.96921845,0.979095253,0.961744486,0.960796601,0.951282404,0.967661787,0.922439612,0.942463371,0.893377046,0.94133647,0.936161256,0.93991602,0.918148707,0.919729739,0.934058082
2,1,0.799145674,0.834143469,0.80437927,0.675564646,0.688035777,0.683094778,0.525270091,0.499159381,0.495685708,0.53314231,0.468764935,0.481451247,0.446629686,0.479275196,0.474685861,0.43167618,0.451589448,0.482404257,0.430539674,0.448315293,0.43104725,0.410183002,0.443615793,0.408539943,0.405456901,0.392257375,0.405679665,0.376664126,0.391434939,0.389009435
3,1,0.801253751,0.830472942,0.794589325,0.692120732,0.665859648,0.699626791,0.511133452,0.503625712,0.495454662,0.509200692,0.484833237,0.481629389,0.4436046,0.490293421,0.467702062,0.472804089,0.453674761,0.481088574,0.42758391,0.42268205,0.437673688,0.413609044,0.430464445,0.4145413,0.387045563,0.404214922,0.412531908,0.375931122,0.379753582,0.393667667
4,1,0.361115959,0.3798998,0.366918436,0.37916042,0.390677957,0.395521553,0.380849394,0.391222078,0.384345056,0.42608307,0.424563733,0.413674512,0.409964819,0.431413852,0.421855145,0.44327563,0.409597281,0.412145045,0.395793497,0.414388208,0.441270085,0.394398077,0.430477449,0.372757265,0.383388789,0.393730373,0.384238302,0.358216429,0.363841522,0.375973365
5,1,0.345660697,0.362069605,0.366820846,0.370694288,0.349579358,0.376744186,0.364769236,0.372293724,0.369478725,0.388829167,0.373115302,0.389140014,0.383557526,0.387950334,0.346351627,0.402687969,0.386654506,0.403162641,0.387993859,0.35960411,0.37084305,0.367984029,0.394773058,0.371641542,0.35671322,0.370313054,0.367921001,0.351833759,0.368148884,0.36838583
6,1,0.761015105,0.821408825,0.803099551,0.638812185,0.658683747,0.661493744,0.454112007,0.487231686,0.470475708,0.475702239,0.456257935,0.450100463,0.439886792,0.434846612,0.420909779,0.436886429,0.414302218,0.444620787,0.40640319,0.371773158,0.403217661,0.378941982,0.37772072,0.396868442,0.374600394,0.396270288,0.387556615,0.36187646,0.36634541,0.374366265
7,1,0.761982139,0.819828616,0.800065007,0.664738403,0.629614946,0.650377349,0.460649712,0.485316428,0.500574092,0.4699676,0.451323049,0.464756961,0.440467295,0.423555399,0.419120611,0.413373771,0.395833238,0.422552551,0.379071649,0.393716296,0.40351283,0.388989455,0.371227278,0.3910007,0.370738939,0.394376607,0.382766136,0.368019774,0.365668654,0.375218287
8,1,0.751846655,0.823646469,0.798741431,0.642442146,0.66678981,0.622281835,0.47278568,0.495582041,0.504546832,0.48794204,0.473708352,0.478437263,0.421043777,0.397601049,0.427395105,0.472899856,0.427795998,0.425193189,0.366335708,0.421425763,0.402921709,0.389217072,0.41462227,0.362859429,0.378614596,0.382976459,0.387025456,0.355122924,0.357731011,0.359478795
9,1,0.7626892,0.830866614,0.842027921,0.751964623,0.705500076,0.7194327,0.494932644,0.520704167,0.526821419,0.541271745,0.481366437,0.486675288,0.476499086,0.461928354,0.431212285,0.443408036,0.46774941,0.455943566,0.436612174,0.415115371,0.430078251,0.39497038,0.426988031,0.403548435,0.407644833,0.394384815,0.387073974,0.403534475,0.40574577,0.389640298
10,1,0.737058224,0.82472442,0.808098551,0.628887182,0.691892853,0.671053705,0.496630163,0.499266766,0.5229298,0.468169329,0.468347904,0.461841083,0.448014168,0.448197314,0.413331416,0.430577649,0.41724228,0.409858194,0.405869869,0.393453094,0.397158326,0.381751289,0.381666664,0.391392194,0.376606382,0.382903261,0.384368851,0.36690644,0.371244964,0.374434774
11,1,0.744846297,0.843453172,0.818335435,0.692618657,0.684389532,0.639579473,0.45949695,0.479584139,0.505178906,0.483240863,0.460611007,0.429653899,0.442547664,0.429958301,0.409254719,0.457731773,0.414841623,0.429903872,0.385340894,0.392782876,0.388620897,0.375462691,0.381021646,0.399370905,0.359459507,0.379734217,0.378722914,0.370860102,0.374346066,0.381108213
12,1,0.326183788,0.352309248,0.358782956,0.349884145,0.350882942,0.346629399,0.361016639,0.378651192,0.381653442,0.404734357,0.36860735,0.361572673,0.383686674,0.363416024,0.368498374,0.407344445,0.372651352,0.376936773,0.358732433,0.384392706,0.357631559,0.359758086,0.397459843,0.387686827,0.349093812,0.354552296,0.348086264,0.344506167,0.352166671,0.364184888
13,1,0.361971071,0.404516439,0.382563987,0.402291205,0.385105133,0.389359109,0.389101698,0.395504118,0.400834647,0.424167401,0.410689057,0.391341835,0.416510703,0.411806879,0.39358504,0.410508066,0.428512213,0.417361686,0.409254938,0.444352099,0.408606944,0.399267592,0.445742818,0.390261225,0.390639551,0.377244045,0.374969628,0.392138691,0.393057485,0.378626179
14,1,0.737216354,0.846257035,0.820350361,0.690153686,0.708130613,0.719932819,0.535198284,0.499404861,0.506910941,0.498374262,0.493571829,0.445568776,0.473675617,0.47036382,0.421941173,0.444695794,0.431161126,0.381846276,0.422408858,0.440024597,0.414291631,0.391695992,0.411146754,0.404435319,0.378741059,0.375992517,0.36459278,0.384635976,0.387369221,0.389683858
15,1,0.753358706,0.860237418,0.845780463,0.734113808,0.71719672,0.691275729,0.511011865,0.535594724,0.523684406,0.493463207,0.493188955,0.472958381,0.492804892,0.486334622,0.425906093,0.481562115,0.466020763,0.435857165,0.434877598,0.458981177,0.428431912,0.407157265,0.435513443,0.437754982,0.403777137,0.386780446,0.37427073,0.391917295,0.398246855,0.394269878
16,1,0.911476613,0.957123696,0.969543717,0.955668298,0.959897584,0.936483332,0.893035868,0.877017543,0.929378491,0.976444879,0.945484506,0.934459321,0.966826636,0.957715431,0.942468451,0.975536366,0.947220237,0.956816838,0.931658914,0.965967627,0.969310544,0.899547357,0.950985899,0.940640305,0.924584703,0.926912135,0.928795524,0.933791129,0.93347286,0.920081235
17,1,0.358388436,0.378702297,0.382763118,0.36700461,0.366713358,0.367411333,0.354451634,0.358214551,0.360174204,0.381577347,0.380840026,0.368396873,0.387822572,0.383462738,0.369702127,0.379830451,0.378803633,0.378987778,0.369307635,0.339200644,0.356520212,0.356983049,0.367278098,0.375217227,0.346933278,0.369137548,0.365392221,0.350604138,0.353514573,0.348239427
1,1.5,0.93597668,0.964675305,0.953474176,0.968751719,0.970626677,0.945268937,0.928463098,0.892935442,0.927232124,0.976087876,0.95327458,0.924659594,0.961681762,0.979723908,0.969097877,0.975701823,0.982494151,0.967467106,0.969159368,0.958507877,0.974657979,0.939379493,1,0.913966248,0.952427803,0.952211144,0.951237877,0.936578147,0.937803198,1
2,1.5,0.829561437,0.867181379,0.842985115,0.71219455,0.730406859,0.726540242,0.571231617,0.541140863,0.533972804,0.570826153,0.496566617,0.516578193,0.476312478,0.502808508,0.496112998,0.449792602,0.47790061,0.498033391,0.451994088,0.476848042,0.445414322,0.431933863,1,0.436541762,0.433086439,0.417652544,0.42904712,0.402527374,0.412035214,1
3,1.5,0.829317949,0.863365985,0.832490889,0.733631372,0.702155656,0.736881727,0.556721229,0.542079756,0.527544318,0.541881138,0.513070464,0.504999879,0.468392881,0.51939438,0.490467053,0.499881627,0.484618892,0.496553534,0.454417404,0.459059775,0.459063373,0.440644554,1,0.44009092,0.41006738,0.426522882,0.440018352,0.390871994,0.404492014,1
4,1.5,0.365683434,0.40069922,0.381401595,0.381734943,0.406322959,0.403453502,0.389827366,0.412538578,0.400479802,0.443300187,0.442916475,0.429251556,0.430778241,0.452207528,0.434631501,0.463364989,0.423940035,0.42672437,0.413282587,0.43912244,0.464126503,0.412195357,1,0.396416449,0.401852159,0.414766589,0.401763242,0.382102024,0.387517765,1
5,1.5,0.35477151,0.368722248,0.3789927,0.37845154,0.3623354,0.382062475,0.374761539,0.388620695,0.385318071,0.408914222,0.388844231,0.40331553,0.396777783,0.401416565,0.361906068,0.426451641,0.404349851,0.412680179,0.405007903,0.37779282,0.380507855,0.375685517,1,0.37842871,0.377764516,0.384717365,0.38385872,0.370662662,0.386503841,1
6,1.5,0.789652551,0.85159305,0.839063541,0.679987811,0.701932012,0.703110081,0.486295575,0.532946929,0.505024008,0.506906062,0.486945915,0.477674054,0.461871275,0.46220275,0.450060582,0.460805669,0.432565891,0.467174352,0.424203805,0.392169554,0.417421292,0.394775062,1,0.404172734,0.390946564,0.403257889,0.404814933,0.365234982,0.380030523,1
7,1.5,0.795706182,0.852100689,0.834816567,0.711992941,0.681401445,0.697738292,0.494202054,0.524014063,0.537436702,0.504459516,0.482970467,0.496480383,0.470379837,0.449164845,0.435163975,0.427427011,0.415882269,0.446743433,0.395530749,0.409673277,0.418185353,0.401821759,1,0.401813468,0.379658525,0.404464562,0.398447824,0.37734732,0.377963374,1
8,1.5,0.779999243,0.854981003,0.830666021,0.686208674,0.706987368,0.656784778,0.518407392,0.535340496,0.545924924,0.524822009,0.506099498,0.512365003,0.441882759,0.423841638,0.452323223,0.497064756,0.45815173,0.453157252,0.381569819,0.455029123,0.426650936,0.406319239,1,0.386227825,0.403804885,0.403828327,0.40536806,0.373892165,0.380811856,1
9,1.5,0.78728407,0.861126135,0.86540243,0.788425469,0.746724294,0.759363231,0.5261486,0.560183579,0.562219274,0.573877556,0.520356403,0.527222414,0.503679702,0.494658293,0.46000359,0.458523995,0.496255804,0.480486813,0.461834869,0.44596403,0.449090029,0.414379256,1,0.423302237,0.429099789,0.414888316,0.414240975,0.425722876,0.431628497,1
10,1.5,0.773157999,0.856474914,0.834848077,0.668003901,0.734738657,0.707804907,0.539054042,0.544885931,0.560772047,0.5050619,0.506585203,0.491531151,0.469761716,0.474423317,0.441064519,0.450852004,0.440810652,0.422024279,0.428624999,0.404435404,0.406523244,0.397456364,1,0.4012505,0.393545874,0.392841845,0.39701511,0.373572586,0.386217718,1
11,1.5,0.77753592,0.872898471,0.851677448,0.736833565,0.730091528,0.681736748,0.493797443,0.508728305,0.536503863,0.517283141,0.500357684,0.455354411,0.471742316,0.456355619,0.432133522,0.485766594,0.429709584,0.440447392,0.405519273,0.417934012,0.409275917,0.389047919,1,0.420407021,0.371896381,0.391481804,0.38768669,0.382729702,0.388824509,1
12,1.5,0.334017831,0.370176032,0.376554699,0.361617782,0.357399711,0.357143451,0.375919479,0.394397705,0.400275516,0.414576689,0.382269655,0.37657743,0.399644356,0.376247686,0.377927115,0.431134434,0.390783378,0.38686988,0.373305924,0.403580533,0.371105389,0.375219109,1,0.404105194,0.366430286,0.369359455,0.355940413,0.354223225,0.36177017,1
13,1.5,0.359168812,0.4239066,0.394684945,0.416333553,0.395540533,0.402635452,0.404239076,0.411292706,0.419110298,0.450106115,0.434005375,0.399359808,0.430929801,0.431030085,0.409447468,0.426150877,0.447542029,0.437932416,0.432172886,0.46479075,0.424889553,0.415992441,1,0.402064082,0.411427797,0.394545248,0.3855057,0.4073689,0.408264673,1
14,1.5,0.769688214,0.871116099,0.850999018,0.726596936,0.751256538,0.760955643,0.575809165,0.542233312,0.544594818,0.531953474,0.530722995,0.474509513,0.505741439,0.50290685,0.442262559,0.471383097,0.463369766,0.404434995,0.459889728,0.461413508,0.427695353,0.415279322,1,0.437593389,0.402822296,0.400780548,0.391926463,0.398881376,0.404333039,1
15,1.5,0.785206361,0.886857748,0.871693707,0.770366192,0.75940951,0.72528691,0.543278479,0.573927487,0.56203308,0.530557791,0.530492841,0.501722231,0.524393765,0.507706595,0.453763639,0.503201005,0.494159305,0.45583056,0.466941724,0.49126082,0.440693557,0.436611592,1,0.467646525,0.43189078,0.412716307,0.39184325,0.416355674,0.41992122,1
16,1.5,0.923704062,0.964792969,0.977310551,0.964163076,0.970395929,0.949197962,0.912683285,0.901065447,0.942775441,0.981976252,0.957245189,0.946442449,0.972428343,0.967328508,0.949014298,0.980662782,0.954856473,0.96250174,0.948258864,0.971587253,0.975893273,0.916568696,1,0.951108058,0.941979279,0.943158345,0.939860379,0.947585813,0.947333856,1
17,1.5,0.366194652,0.390249405,0.40079113,0.372647992,0.37427947,0.377845454,0.360360681,0.369173519,0.374687728,0.400333431,0.397149363,0.379326705,0.399608219,0.399308704,0.382585288,0.390912832,0.390978785,0.391343287,0.379294401,0.35590451,0.358920113,0.36281108,1,0.383826089,0.367096351,0.385132686,0.374225529,0.349069777,0.351987088,1
